Date,Store ID,Product ID,Actual,Forecast,Abs_Error,APE
2023-09-01,S001,P0001,119,122.59166666666667,3.5916666666666686,0.030182072829131667
2023-09-02,S001,P0001,96,65.61359126984127,30.386408730158735,0.3165250909391535
2023-09-03,S001,P0001,103,80.5575,22.442499999999995,0.21788834951456307
2023-09-04,S001,P0001,128,98.94430555555554,29.055694444444455,0.2269976128472223
2023-09-05,S001,P0001,55,80.52333333333334,25.52333333333334,0.4640606060606062
2023-09-06,S001,P0001,111,86.83444805194804,24.165551948051956,0.21770767520767528
2023-09-07,S001,P0001,122,98.38996794871795,23.610032051282047,0.19352485287936105
2023-09-08,S001,P0001,78,76.75857142857141,1.2414285714285853,0.015915750915751092
2023-09-09,S001,P0001,94,73.56712301587302,20.432876984126978,0.21737103174603167
2023-09-10,S001,P0001,165,112.37979548229548,52.62020451770452,0.31891033041033046
2023-09-11,S001,P0001,100,95.31190476190477,4.688095238095229,0.046880952380952294
2023-09-12,S001,P0001,78,83.29136904761904,5.2913690476190425,0.06783806471306465
2023-09-13,S001,P0001,99,90.92333333333333,8.076666666666668,0.08158249158249159
2023-09-14,S001,P0001,120,94.06607142857142,25.93392857142858,0.2161160714285715
2023-09-15,S001,P0001,33,53.38125000000001,20.38125000000001,0.6176136363636366
2023-09-16,S001,P0001,44,63.735357142857154,19.735357142857154,0.44853084415584443
2023-09-17,S001,P0001,112,93.49521825396825,18.504781746031753,0.16522126558956923
2023-09-18,S001,P0001,101,93.87630952380952,7.123690476190475,0.07053158887317303
2023-09-19,S001,P0001,110,87.7838904151404,22.216109584859595,0.20196463258963268
2023-09-20,S001,P0001,91,91.61988095238095,0.619880952380953,0.00681187859759289
2023-09-21,S001,P0001,49,60.55279304029305,11.552793040293047,0.2357712865365928
2023-09-22,S001,P0001,62,69.05561105561107,7.055611055611067,0.11380017831630752
2023-09-23,S001,P0001,100,93.80095238095238,6.199047619047619,0.061990476190476186
2023-09-24,S001,P0001,91,91.47083333333333,0.47083333333333144,0.005173992673992653
2023-09-25,S001,P0001,81,120.23642857142859,39.23642857142859,0.4844003527336863
2023-09-26,S001,P0001,56,91.905,35.905,0.6411607142857143
2023-09-27,S001,P0001,62,95.1627380952381,33.1627380952381,0.5348828725038403
2023-09-28,S001,P0001,50,59.257261904761904,9.257261904761904,0.18514523809523808
2023-09-29,S001,P0001,81,93.76371794871795,12.763717948717954,0.15757676479898708
2023-09-30,S001,P0001,110,83.93002747252747,26.06997252747253,0.23699975024975026
2023-10-01,S001,P0001,113,80.95136904761904,32.04863095238096,0.28361620311841557
2023-10-02,S001,P0001,157,137.36051587301586,19.639484126984144,0.12509225558588627
2023-10-03,S001,P0001,64,62.26678571428571,1.7332142857142898,0.02708147321428578
2023-10-04,S001,P0001,99,83.1481829573935,15.851817042606498,0.1601193640667323
2023-10-05,S001,P0001,50,78.94104341736696,28.941043417366956,0.5788208683473391
2023-10-06,S001,P0001,53,69.33011904761904,16.330119047619036,0.30811545372866106
2023-10-07,S001,P0001,50,45.69541666666667,4.304583333333333,0.08609166666666666
2023-10-08,S001,P0001,19,31.855,12.855,0.6765789473684211
2023-10-09,S001,P0001,42,57.41851190476191,15.418511904761907,0.3671074263038549
2023-10-10,S001,P0001,52,37.48632936507938,14.513670634920622,0.27910905067155045
2023-10-11,S001,P0001,90,75.44565476190476,14.554345238095237,0.16171494708994708
2023-10-12,S001,P0001,45,54.27125000000001,9.271250000000009,0.20602777777777798
2023-10-13,S001,P0001,34,32.43994047619048,1.560059523809521,0.0458841036414565
2023-10-14,S001,P0001,25,31.480416666666667,6.480416666666667,0.25921666666666665
2023-10-15,S001,P0001,24,33.15785714285715,9.157857142857146,0.3815773809523811
2023-10-16,S001,P0001,28,46.66416666666667,18.664166666666667,0.666577380952381
2023-10-17,S001,P0001,42,59.70583333333334,17.705833333333338,0.42156746031746045
2023-10-18,S001,P0001,17,27.025734126984126,10.025734126984126,0.5897490662931839
2023-10-19,S001,P0001,62,44.59952380952382,17.400476190476184,0.28065284178187394
2023-10-20,S001,P0001,89,64.53395562770564,24.466044372294363,0.2748993749695996
2023-10-21,S001,P0001,38,32.42996031746032,5.570039682539679,0.14657999164578103
2023-10-22,S001,P0001,43,43.52216269841271,0.522162698412707,0.012143318567737373
2023-10-23,S001,P0001,109,77.75285714285714,31.24714285714286,0.28667103538663175
2023-10-24,S001,P0001,47,48.82215728715728,1.8221572871572818,0.038769303982069826
2023-10-25,S001,P0001,114,131.7264898989899,17.72648989898991,0.15549552542973605
2023-10-26,S001,P0001,68,85.84857142857143,17.848571428571432,0.26247899159663873
2023-10-27,S001,P0001,145,127.72541847041846,17.27458152958154,0.11913504503159682
2023-10-28,S001,P0001,117,106.03789682539684,10.962103174603158,0.09369318952652271
2023-10-29,S001,P0001,104,113.41130952380954,9.411309523809535,0.09049336080586091
2023-10-30,S001,P0001,90,98.6892261904762,8.689226190476205,0.09654695767195784
2023-10-31,S001,P0001,47,55.84938492063492,8.849384920634918,0.1882847855454238
2023-11-01,S001,P0001,101,77.97244047619047,23.02755952380953,0.2279956388495993
2023-11-02,S001,P0001,143,122.72896825396825,20.271031746031753,0.1417554667554668
2023-11-03,S001,P0001,102,112.18583333333333,10.185833333333335,0.09986111111111112
2023-11-04,S001,P0001,100,107.78833333333333,7.788333333333327,0.07788333333333326
2023-11-05,S001,P0001,90,95.44404761904762,5.444047619047623,0.06048941798941804
2023-11-06,S001,P0001,99,110.89347222222224,11.893472222222243,0.12013608305274993
